Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
69306-71367,RB,La'Mical,La'Mical Perine,Perine,1.5499999523162842,2,4600,TB@NYJ,NYJ,TB,,,,,,RB/FLEX
69306-69325,WR,Riley,Riley Ridley,Ridley,2.1,5,4600,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-85731,WR,Racey,Racey McMath,McMath,-0.05000000074505806,4,4600,MIA@TEN,TEN,MIA,,,,,,WR/FLEX
69306-85762,RB,Eno,Eno Benjamin,Benjamin,3.4200000762939453,5,4600,ARI@DAL,ARI,DAL,,,,,,RB/FLEX
69306-69383,WR,Dezmon,Dezmon Patmon,Patmon,3.0333334604899087,3,4600,LV@IND,IND,LV,,,,,,WR/FLEX
69306-55088,WR,Malik,Malik Turner,Turner,5.557143075125558,7,4600,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-55224,RB,Reggie,Reggie Bonnafon,Bonnafon,2.5999999046325684,1,4600,CAR@NO,CAR,NO,,,,,,RB/FLEX
69306-63419,WR,Andy,Andy Isabella,Isabella,1.7999999523162842,1,4600,ARI@DAL,ARI,DAL,,,,,,WR/FLEX
69306-92093,WR,Jaelon,Jaelon Darden,Darden,1.0499999523162842,8,4600,TB@NYJ,TB,NYJ,IR,Illness,,,,WR/FLEX
69306-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,3.973333231608073,15,4600,LV@IND,IND,LV,,,,,,TE/FLEX
69306-63447,WR,Penny,Penny Hart,Hart,1.037500023841858,8,4600,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-40932,WR,Pharoh,Pharoh Cooper,Cooper,0.9333333174387614,6,4600,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-92168,WR,Damion,Damion Willis,Willis,0,1,4500,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-69646,RB,Dedrick,Dedrick Mills,Mills,,,4500,DET@SEA,DET,SEA,,,,,,RB/FLEX
69306-69655,WR,Stephen,Stephen Sullivan,Sullivan,0,1,4500,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-88109,RB,Gary,Gary Brightwell,Brightwell,0.75,2,4500,NYG@CHI,NYG,CHI,Q,Neck,,,,RB/FLEX
69306-94262,WR,Antonio,Antonio Gandy-Golden,Gandy-Golden,0.75,4,4500,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-63550,WR,Isaiah,Isaiah Zuber,Zuber,1.5,4,4500,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-86078,WR,Trevon,Trevon Grimes,Grimes,,,4500,PHI@WAS,PHI,WAS,Q,Undisclosed,,,,WR/FLEX
69306-63554,WR,Dalton,Dalton Schoen,Schoen,0,1,4500,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-28744,RB,Raheem,Raheem Mostert,Mostert,2,1,4500,HOU@SF,SF,HOU,IR,Knee - meniscus,,,,RB/FLEX
69306-71756,WR,Aaron,Aaron Fuller,Fuller,0,1,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-41042,WR,Marcell,Marcell Ateman,Ateman,,,4500,LV@IND,LV,IND,,,,,,WR/FLEX
69306-57432,WR,Cameron,Cameron Batson,Batson,2.5,4,4500,MIA@TEN,TEN,MIA,IR,Knee - acl,,,,WR/FLEX
69306-63576,WR,Kirk,Kirk Merritt,Merritt,1.7999999523162842,1,4500,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-63586,WR,De'Quan,De'Quan Hampton,Hampton,,,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-79972,WR,Chad,Chad Williams,Williams,,,4500,KC@CIN,KC,CIN,Q,Undisclosed,,,,WR/FLEX
69306-79974,RB,Tarik,Tarik Cohen,Cohen,2.9,5,4500,NYG@CHI,CHI,NYG,NA,Knee - acl,,,,RB/FLEX
69306-86125,WR,Brandon,Brandon Smith,Smith,,,4500,ARI@DAL,DAL,ARI,O,Illness,,,,WR/FLEX
69306-79982,RB,Alex,Alex Armah,Armah,1.4499999682108562,6,4500,PHI@WAS,WAS,PHI,,,,,,RB/FLEX
69306-79987,WR,David,David Moore,Moore,0,1,4500,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-63603,WR,Jared,Jared Pinkney,Pinkney,0,1,4500,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
69306-30837,WR,Jordan,Jordan Matthews,Matthews,,,4500,HOU@SF,SF,HOU,,,,,,WR/FLEX
69306-55414,WR,Cody,Cody Thompson,Thompson,0,1,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-55417,WR,Jon'Vea,Jon'Vea Johnson,Johnson,0,1,4500,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.29999999205271405,12,4500,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-84101,WR,Vyncint,Vyncint Smith,Smith,0,1,4500,TB@NYJ,NYJ,TB,O,Illness,,,,WR/FLEX
69306-69769,RB,Darius,Darius Bradwell,Bradwell,0,1,4500,DEN@LAC,LAC,DEN,,,,,,RB/FLEX
69306-71821,WR,Joe,Joe Reed,Reed,0.9888888465033637,9,4500,DEN@LAC,LAC,DEN,O,Undisclosed,,,,WR/FLEX
69306-47249,WR,Darvin,Darvin Kidsy,Kidsy,0,1,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-88213,RB,Brenden,Brenden Knox,Knox,,,4500,ARI@DAL,DAL,ARI,,,,,,RB/FLEX
69306-61610,RB,Jacques,Jacques Patrick,Patrick,1.2000000476837158,1,4500,CAR@NO,CAR,NO,,,,,,RB/FLEX
69306-86192,WR,KJ,KJ Hamler,Hamler,3.2999998728434243,3,4500,DEN@LAC,DEN,LAC,IR,Knee - acl,,,,WR/FLEX
69306-41155,WR,Taquan,Taquan Mizzell,Mizzell,,,4500,NYG@CHI,NYG,CHI,Q,Undisclosed,,,,WR/FLEX
69306-149717,RB,JaQuan,JaQuan Hardy,Hardy,0.30000001192092896,1,4500,ARI@DAL,DAL,ARI,O,Illness,,,,RB/FLEX
69306-63717,RB,Alec,Alec Ingold,Ingold,2.8000000544956754,7,4500,LV@IND,LV,IND,IR,Knee - acl,,,,RB/FLEX
69306-69860,RB,Trayveon,Trayveon Williams,Williams,1.2999999523162842,1,4500,KC@CIN,CIN,KC,,,,,,RB/FLEX
69306-28907,WR,Alex,Alex Erickson,Erickson,0.5833333333333334,12,4500,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-149742,RB,Nate,Nate McCrary,McCrary,-0.10000000149011612,1,4500,LAR@BAL,BAL,LAR,,,,,,RB/FLEX
69306-149743,WR,Donte,Donte Sylencieux,Sylencieux,,,4500,LAR@BAL,BAL,LAR,Q,Undisclosed,,,,WR/FLEX
69306-12526,D,Buffalo,Buffalo Bills,Bills,8.533333333333333,15,4500,ATL@BUF,BUF,ATL,,,,,,DEF
69306-94453,RB,Darwin,Darwin Thompson,Thompson,5.94000015258789,5,4500,TB@NYJ,TB,NYJ,,,,,,RB/FLEX
69306-53498,WR,Richie,Richie James,James,5.290000152587891,10,4500,HOU@SF,SF,HOU,IR,Knee,,,,WR/FLEX
69306-45307,WR,Rodney,Rodney Adams,Adams,0,1,4500,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-88317,RB,Javon,Javon Leake,Leake,0,1,4500,DET@SEA,DET,SEA,,,,,,RB/FLEX
69306-69884,RB,Darius,Darius Anderson,Anderson,0,1,4500,HOU@SF,HOU,SF,,,,,,RB/FLEX
69306-28930,RB,James,James White,White,8.40000025431315,3,4500,JAC@NE,NE,JAC,IR,Hip,,,,RB/FLEX
69306-41221,WR,Andre,Andre Patton,Patton,0,2,4500,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-65798,WR,Siaosi,Siaosi Mariner,Mariner,,,4500,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
69306-69894,RB,Sewo,Sewo Olonilua,Olonilua,0,1,4500,ARI@DAL,DAL,ARI,IR,Neck,,,,RB/FLEX
69306-30989,RB,Kenyan,Kenyan Drake,Drake,7.291666666666667,12,4500,LV@IND,LV,IND,IR,Ankle,,,,RB/FLEX
69306-71955,RB,Mason,Mason Stokke,Stokke,,,4500,CAR@NO,CAR,NO,,,,,,RB/FLEX
69306-71957,WR,Quintez,Quintez Cephus,Cephus,8.38000030517578,5,4500,DET@SEA,DET,SEA,IR,Undisclosed,,,,WR/FLEX
69306-86295,RB,Michael,Michael Warren,Warren,0,2,4500,DET@SEA,DET,SEA,Q,Undisclosed,,,,RB/FLEX
69306-71974,WR,Malcolm,Malcolm Perry,Perry,2.2444445292154946,9,4500,CAR@NO,NO,CAR,,,,,,WR/FLEX
69306-57651,WR,Travis,Travis Fulgham,Fulgham,8.075000127156576,12,4500,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-24891,RB,Chris,Chris Thompson,Thompson,4.657142639160156,7,4500,NYG@CHI,CHI,NYG,,,,,,RB/FLEX
69306-45371,WR,Darius,Darius Phillips,Phillips,-0.36363636363636365,11,4500,KC@CIN,CIN,KC,IR,Illness,,,,WR/FLEX
69306-63806,RB,Kerryon,Kerryon Johnson,Johnson,4.449999945504325,14,4500,HOU@SF,SF,HOU,,,,,,RB/FLEX
69306-55635,WR,Chris,Chris Godwin,Godwin,13.814285278320312,14,4500,TB@NYJ,TB,NYJ,IR,Knee - acl + mcl,,,,WR/FLEX
69306-24929,WR,Kelvin,Kelvin Benjamin,Benjamin,,,4500,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-41319,WR,Jeff,Jeff Badet,Badet,0,2,4500,LV@IND,LV,IND,Q,Undisclosed,,,,WR/FLEX
69306-33137,WR,Justin,Justin Hardy,Hardy,,,4500,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-45439,WR,Corey,Corey Davis,Davis,9.799999660915798,9,4500,TB@NYJ,NYJ,TB,IR,Groin,,,,WR/FLEX
69306-70019,RB,Tavien,Tavien Feaster,Feaster,0,1,4500,ARI@DAL,ARI,DAL,,,,,,RB/FLEX
69306-70023,WR,Cornell,Cornell Powell,Powell,,,4500,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-55689,RB,Ito,Ito Smith,Smith,3.2533332824707033,15,4500,ARI@DAL,DAL,ARI,,,,,,RB/FLEX
69306-92552,WR,Brennan,Brennan Eagles,Eagles,,,4500,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-47501,WR,Marken,Marken Michel,Michel,0,2,4500,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-53646,WR,Austin,Austin Proehl,Proehl,,,4500,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-43416,WR,Trent,Trent Taylor,Taylor,0,2,4500,KC@CIN,CIN,KC,,,,,,WR/FLEX
69306-80281,WR,C.J.,C.J. Board,Board,1.2833333015441895,6,4500,NYG@CHI,NYG,CHI,IR,Arm,,,,WR/FLEX
69306-41370,WR,Trevor,Trevor Davis,Davis,0,2,4500,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-72091,RB,Raymond,Raymond Calais,Calais,0,5,4500,LAR@BAL,LAR,BAL,IR,Foot,,,,RB/FLEX
69306-41371,RB,Khalfani,Khalfani Muhammad,Muhammad,0,1,4500,ARI@DAL,ARI,DAL,,,,,,RB/FLEX
69306-72103,RB,Trey,Trey Ragas,Ragas,2.5,1,4500,LV@IND,LV,IND,,,,,,RB/FLEX
69306-80299,RB,Patrick,Patrick Ricard,Ricard,2.3857143947056363,7,4500,LAR@BAL,BAL,LAR,Q,Knee,,,,RB/FLEX
69306-147899,RB,Darius,Darius Clark,Clark,,,4500,CAR@NO,CAR,NO,Q,Knee,,,,RB/FLEX
69306-55750,WR,Chris,Chris Lacy,Lacy,0,1,4500,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-72135,WR,T.J.,T.J. Vasher,Vasher,,,4500,ARI@DAL,DAL,ARI,IR,Knee - meniscus,,,,WR/FLEX
69306-86472,WR,John,John Hightower,Hightower,0,1,4500,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-96714,WR,Travis,Travis Toivonen,Toivonen,,,4500,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-88525,WR,Kawaan,Kawaan Baker,Baker,,,4500,CAR@NO,NO,CAR,,,,,,WR/FLEX
69306-41430,WR,Devin,Devin Ross,Ross,0,1,4500,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-14820,RB,Nick,Nick Bellore,Bellore,0.8999999761581421,1,4500,DET@SEA,SEA,DET,,,,,,RB/FLEX
69306-88590,RB,Scottie,Scottie Phillips,Phillips,1.600000023841858,2,4500,HOU@SF,HOU,SF,IR,Ankle,,,,RB/FLEX
69306-96798,RB,Josh,Josh Johnson,Johnson,,,4500,DET@SEA,SEA,DET,,,,,,RB/FLEX
69306-72235,WR,Damon,Damon Hazelton,Hazelton,,,4500,HOU@SF,HOU,SF,,,,,,WR/FLEX
69306-70206,RB,Jason,Jason Huntley,Huntley,0.48000001907348633,5,4500,PHI@WAS,PHI,WAS,,,,,,RB/FLEX
69306-150090,WR,Cade,Cade Johnson,Johnson,,,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-62042,WR,Deon,Deon Cain,Cain,0,1,4500,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-72297,RB,Rico,Rico Dowdle,Dowdle,0.8000000317891439,3,4500,ARI@DAL,DAL,ARI,IR,Hip,,,,RB/FLEX
69306-88685,WR,Austin,Austin Trammell,Trammell,,,4500,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-64119,RB,Chris,Chris Carson,Carson,11.274999618530273,4,4500,DET@SEA,SEA,DET,IR,Neck,,,,RB/FLEX
69306-33403,WR,Tevin,Tevin Jones,Jones,0,1,4500,JAC@NE,JAC,NE,,,,,,WR/FLEX
69306-94850,WR,Jhamon,Jhamon Ausbon,Ausbon,,,4500,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-55940,WR,Chad,Chad Hansen,Hansen,7.619999694824219,5,4500,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-90777,WR,Tre,Tre Walker,Walker,,,4500,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-47780,WR,Taywan,Taywan Taylor,Taylor,0,2,4500,HOU@SF,HOU,SF,Q,Undisclosed,,,,WR/FLEX
69306-29357,RB,Kenjon,Kenjon Barner,Barner,0,1,4500,TB@NYJ,TB,NYJ,,,,,,RB/FLEX
69306-64175,WR,Hakeem,Hakeem Butler,Butler,0,2,4500,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-96942,WR,Keelan,Keelan Doss,Doss,,,4500,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-58041,RB,Mike,Mike Boone,Boone,3.3499999046325684,2,4500,DEN@LAC,DEN,LAC,,,,,,RB/FLEX
69306-72382,RB,Gabe,Gabe Nabers,Nabers,0.949999988079071,4,4500,DEN@LAC,LAC,DEN,,,,,,RB/FLEX
69306-33472,RB,C.J.,C.J. Prosise,Prosise,2.0399999618530273,5,4500,TB@NYJ,TB,NYJ,,,,,,RB/FLEX
69306-64205,WR,Jalen,Jalen McCleskey,McCleskey,0,1,4500,CAR@NO,NO,CAR,,,,,,WR/FLEX
69306-53967,RB,Nick,Nick Bawden,Bawden,2.5,1,4500,TB@NYJ,NYJ,TB,,,,,,RB/FLEX
69306-88793,RB,Stevie,Stevie Scott III,Scott III,,,4500,DEN@LAC,DEN,LAC,,,,,,RB/FLEX
69306-64222,RB,Jordan,Jordan Glasgow,Glasgow,0,2,4500,LV@IND,IND,LV,,,,,,RB/FLEX
69306-56041,RB,Khari,Khari Blasingame,Blasingame,-0.5,2,4500,MIA@TEN,TEN,MIA,,,,,,RB/FLEX
69306-70383,RB,Darrynton,Darrynton Evans,Evans,2.799999952316284,1,4500,MIA@TEN,TEN,MIA,IR,Knee,,,,RB/FLEX
69306-64242,WR,Keke,Keke Coutee,Coutee,1,1,4500,LV@IND,IND,LV,,,,,,WR/FLEX
69306-56051,WR,Caleb,Caleb Scott,Scott,,,4500,LV@IND,LV,IND,Q,Undisclosed,,,,WR/FLEX
69306-54010,RB,Brian,Brian Hill,Hill,5.181250095367432,16,4500,HOU@SF,SF,HOU,,,,,,RB/FLEX
69306-64252,WR,Tony,Tony Brown,Brown,0,1,4500,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-56064,RB,Bo,Bo Scarbrough,Scarbrough,1.5499999523162842,2,4500,LV@IND,LV,IND,,,,,,RB/FLEX
69306-92932,RB,Javian,Javian Hawkins,Hawkins,,,4500,LAR@BAL,LAR,BAL,,,,,,RB/FLEX
69306-41741,WR,DaeSean,DaeSean Hamilton,Hamilton,4.233333269755046,12,4500,DEN@LAC,DEN,LAC,IR,Knee - acl,,,,WR/FLEX
69306-94993,RB,Pooka,Pooka Williams Jr.,Williams Jr.,0,1,4500,KC@CIN,CIN,KC,O,Suspension,,,,RB/FLEX
69306-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,0.550000011920929,2,4500,NYG@CHI,NYG,CHI,,,,,,RB/FLEX
69306-31524,WR,Cody,Cody Core,Core,0,1,4500,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-92976,WR,Tutu,Tutu Atwell,Atwell,0,6,4500,LAR@BAL,LAR,BAL,IR,Shoulder,,,,WR/FLEX
69306-43826,WR,Tommylee,Tommylee Lewis,Lewis,0.6000000238418579,2,4500,MIA@TEN,MIA,TEN,Q,Hip,,,,WR/FLEX
69306-95031,WR,Isaiah,Isaiah McKoy,McKoy,,,4500,LV@IND,IND,LV,,,,,,WR/FLEX
69306-31561,WR,Donte,Donte Moncrief,Moncrief,0.40000001589457196,6,4500,HOU@SF,HOU,SF,Q,Undisclosed,,,,WR/FLEX
69306-27477,WR,Sterling,Sterling Shepard,Shepard,8.52857153756278,7,4500,NYG@CHI,NYG,CHI,IR,Achilles,,,,WR/FLEX
69306-64357,WR,Michael,Michael Walker,Walker,0,2,4500,PHI@WAS,PHI,WAS,Q,Undisclosed,,,,WR/FLEX
69306-72552,WR,Branden,Branden Mack,Mack,,,4500,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-31602,WR,Fred,Fred Brown,Brown,0,1,4500,MIA@TEN,TEN,MIA,,,,,,WR/FLEX
69306-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,,,4500,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-41867,RB,Jordan,Jordan Wilkins,Wilkins,0,1,4500,MIA@TEN,TEN,MIA,,,,,,RB/FLEX
69306-91046,TE,Brock,Brock Wright,Wright,2.933333396911621,6,4500,DET@SEA,DET,SEA,,,,,,TE/FLEX
69306-25513,WR,Darius,Darius Jennings,Jennings,0,1,4500,DET@SEA,DET,SEA,,,,,,WR/FLEX
69306-54186,WR,A.J.,A.J. Richardson,Richardson,0,2,4500,ARI@DAL,ARI,DAL,,,,,,WR/FLEX
69306-45997,WR,Keith,Keith Kirkwood,Kirkwood,1.600000023841858,2,4500,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-103352,RB,Christian,Christian Wade,Wade,,,4500,ATL@BUF,BUF,ATL,O,Shoulder,,,,RB/FLEX
69306-43973,RB,Keith,Keith Smith,Smith,1.2399999618530273,10,4500,ATL@BUF,ATL,BUF,,,,,,RB/FLEX
69306-56262,WR,Parris,Parris Campbell,Campbell,5.44000015258789,5,4500,LV@IND,IND,LV,IR,Foot,,,,WR/FLEX
69306-93134,RB,Deon,Deon Jackson,Jackson,4.550000190734863,2,4500,LV@IND,IND,LV,,,,,,RB/FLEX
69306-72669,WR,Isaiah,Isaiah Wright,Wright,2.7333332697550454,12,4500,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-91101,TE,Tommy,Tommy Tremble,Tremble,2.9285714285714284,14,4500,CAR@NO,CAR,NO,,,,,,TE/FLEX
69306-41954,WR,Victor,Victor Bolden,Bolden,0,1,4500,DET@SEA,DET,SEA,,,,,,WR/FLEX
69306-72676,RB,Troymaine,Troymaine Pope,Pope,3.950000047683716,4,4500,TB@NYJ,TB,NYJ,Q,Undisclosed,,,,RB/FLEX
69306-31732,WR,Corey,Corey Coleman,Coleman,0,1,4500,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-48116,TE,Jonnu,Jonnu Smith,Smith,3.8384616558368387,13,4500,JAC@NE,NE,JAC,,,,,,TE/FLEX
69306-70645,WR,Eli,Eli Stove,Stove,,,4500,DEN@LAC,LAC,DEN,Q,Knee - acl,,,,WR/FLEX
69306-72693,RB,Adrian,Adrian Killins,Killins,-0.25,2,4500,DEN@LAC,DEN,LAC,IR,Ankle,,,,RB/FLEX
69306-29685,WR,Robert,Robert Woods,Woods,12.744444105360243,9,4500,LAR@BAL,LAR,BAL,IR,Knee - acl,,,,WR/FLEX
69306-39930,WR,Reggie,Reggie Davis,Davis,0,2,4500,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-70663,WR,Frank,Frank Darby,Darby,1.899999976158142,1,4500,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-54280,WR,Duke,Duke Williams,Williams,,,4500,ATL@BUF,BUF,ATL,Q,Hamstring,,,,WR/FLEX
69306-41997,WR,River,River Cracraft,Cracraft,1.4199999809265136,5,4500,HOU@SF,SF,HOU,,,,,,WR/FLEX
69306-72718,RB,Benny,Benny LeMay,LeMay,0,1,4500,LV@IND,IND,LV,,,,,,RB/FLEX
69306-27671,WR,Jake,Jake Kumerow,Kumerow,0.5999999841054281,3,4500,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-70680,WR,Jalen,Jalen Camp,Camp,,,4500,HOU@SF,HOU,SF,,,,,,WR/FLEX
69306-154661,WR,Michael,Michael Bandy,Bandy,0,1,4500,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
69306-148546,WR,Darece,Darece Roberson Jr.,Roberson Jr.,,,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-89157,RB,Caleb,Caleb Huntley,Huntley,,,4500,ATL@BUF,ATL,BUF,,,,,,RB/FLEX
69306-44103,RB,Elijah,Elijah McGuire,McGuire,0,1,4500,KC@CIN,KC,CIN,,,,,,RB/FLEX
69306-62535,WR,Tyrell,Tyrell Williams,Williams,2.4000000953674316,1,4500,DET@SEA,DET,SEA,Q,Concussion,,,,WR/FLEX
69306-27721,WR,Justin,Justin Hardee Sr.,Hardee Sr.,,,4500,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-68685,WR,Austin,Austin Mack,Mack,2.5200000762939454,5,4500,HOU@SF,SF,HOU,,,,,,WR/FLEX
69306-72780,RB,Josh,Josh Hokit,Hokit,0,1,4500,HOU@SF,SF,HOU,,,,,,RB/FLEX
69306-68686,WR,C.J.,C.J. Saunders,Saunders,,,4500,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-91214,WR,Stephen,Stephen Guidry,Guidry,0,1,4500,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-87122,WR,Lynn,Lynn Bowden Jr.,Bowden Jr.,3.9580001831054688,10,4500,MIA@TEN,MIA,TEN,IR,Hamstring,,,,WR/FLEX
69306-68694,RB,Antonio,Antonio Williams,Williams,20.799999237060547,1,4500,ATL@BUF,BUF,ATL,Q,Neck,,,,RB/FLEX
69306-70749,WR,Ryan,Ryan Becker,Becker,0,2,4500,ATL@BUF,ATL,BUF,Q,Undisclosed,,,,WR/FLEX
69306-64627,WR,Scotty,Scotty Washington,Washington,0,1,4500,KC@CIN,CIN,KC,,,,,,WR/FLEX
69306-52345,WR,Brandon,Brandon Powell,Powell,1.5,4,4500,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
69306-64634,WR,Alex,Alex Bachman,Bachman,0,1,4500,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-42107,WR,Robert,Robert Foster,Foster,1.566666603088379,3,4500,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-83083,WR,Justin,Justin Watson,Watson,2.5799999237060547,5,4500,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-89230,RB,Cam,Cam Akers,Akers,9.266666666666667,15,4500,LAR@BAL,LAR,BAL,Q,Achilles,,,,RB/FLEX
69306-83091,RB,Trenton,Trenton Cannon,Cannon,-0.1777777804268731,9,4500,HOU@SF,SF,HOU,IR,Concussion,,,,RB/FLEX
69306-25760,WR,Allen,Allen Hurns,Hurns,0,1,4500,MIA@TEN,MIA,TEN,IR,Undisclosed,,,,WR/FLEX
69306-91305,WR,Jeremiah,Jeremiah Haydel,Haydel,,,4500,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
69306-52397,RB,Devante,Devante Downs,Downs,0,1,4500,NYG@CHI,NYG,CHI,,,,,,RB/FLEX
69306-52405,WR,Jalen,Jalen Hurd,Hurd,0,1,4500,HOU@SF,SF,HOU,O,Knee,,,,WR/FLEX
69306-52409,RB,Jakob,Jakob Johnson,Johnson,2.1000000635782876,3,4500,JAC@NE,NE,JAC,,,,,,RB/FLEX
69306-89287,WR,Tamorrion,Tamorrion Terry,Terry,,,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,4.833333333333333,12,4500,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
69306-64718,WR,Kai,Kai Locksley,Locksley,,,4500,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-40148,WR,Ishmael,Ishmael Hyman,Hyman,0,2,4500,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-70868,RB,Damarea,Damarea Crockett,Crockett,0.699999988079071,1,4500,DEN@LAC,DEN,LAC,,,,,,RB/FLEX
69306-130265,WR,John,John Hurst,Hurst,,,4500,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-130268,WR,Josh,Josh Pearson,Pearson,,,4500,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-68835,RB,CJ,CJ Marable,Marable,,,4500,NYG@CHI,CHI,NYG,,,,,,RB/FLEX
69306-130275,WR,Kristian,Kristian Wilkerson,Wilkerson,0,1,4500,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-130274,WR,Isaiah,Isaiah Coulter,Coulter,0,1,4500,NYG@CHI,CHI,NYG,O,Undisclosed,,,,WR/FLEX
69306-130276,WR,Mason,Mason Kinsey,Kinsey,0,1,4500,MIA@TEN,TEN,MIA,,,,,,WR/FLEX
69306-130279,WR,Matt,Matt Cole,Cole,0,1,4500,DET@SEA,SEA,DET,,,,,,WR/FLEX
69306-40167,RB,Gus,Gus Edwards,Edwards,7.316666497124566,18,4500,LAR@BAL,BAL,LAR,IR,Knee - acl,,,,RB/FLEX
69306-64744,RB,Josh,Josh Adams,Adams,4.7999997820172995,7,4500,CAR@NO,NO,CAR,,,,,,RB/FLEX
69306-11504,WR,Andre,Andre Roberts,Roberts,0.3000000073359563,13,4500,DEN@LAC,LAC,DEN,IR,Illness,,,,WR/FLEX
69306-130288,RB,James,James Robinson,Robinson,11.314285278320312,14,4500,JAC@NE,JAC,NE,IR,Achilles,,,,RB/FLEX
69306-72955,WR,Antonio,Antonio Nunn,Nunn,,,4500,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-89342,WR,Jonathan,Jonathan Adams Jr.,Adams Jr.,,,4500,DET@SEA,DET,SEA,,,,,,WR/FLEX
69306-130309,WR,J.J.,J.J. Koski,Koski,-0.6666666666666666,3,4500,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
